networkCanvasEgoUUID,networkCanvasCaseID,networkCanvasSessionID,networkCanvasProtocolName,sessionStart,sessionFinish,sessionExported
,clr6gm6ax0000vt4o51qxpm83,clr6gm6ax0000vt4o51qxpm83,Sample Protocol.netcanvas,2024-01-09T14:41:14.601Z,,2024-01-16T11:12:25.744Z
