networkCanvasEgoUUID,networkCanvasCaseID,networkCanvasSessionID,networkCanvasProtocolName,sessionStart,sessionFinish,sessionExported
,clr8yixjg0000vt7svtc8wwd6,clr8yixjg0000vt7svtc8wwd6,Sample Protocol.netcanvas,2024-01-11T08:38:08.714Z,,2024-01-16T11:12:25.748Z
